address,company,employment_type,industry,job,requirements,responsibilities,salary,salary_type,seniority,title
"SUNTEC TOWER FOUR, 6 TEMASEK BOULEVARD 038986",AVIVA ASIA PTE LTD,Permanent,Insurance,Senior Business Analyst,Requirements Good knowledge of insurance and unit trust products and processes. Sound knowledge of relevant insurance platforms and systems. Well versed in imaging or online business information. At least 4 years’ experience as a Business Analyst in a Life Insurance or Unit Trust / Fund Management environment or equivalent. At least 12 months proven track record in successful delivery of projects (full project life cycle). Undergraduate degree A relevant formal Business Analyst/Project Management qualification is desirable. ,"Roles & ResponsibilitiesRequirements Planning and Management:  Select requirements techniques Co-ordinate intra-project work effort Communicate planning decisions Capturing and reporting changes correctly and consistently.  Business Requirements Definition:  Manage the review and prioritisation of Business Requirements. Review and sign-off Business Requirements Definition document. Evaluate alternative high-level IT solutions and make appropriate recommendations. Plan and manage Business Requirements walkthrough on product enhancements with users and other key stakeholders.  Process Mapping:   Manage and sign-off the documented high level business process. Manage and sign-off the documented detailed business processes. Manage and sign-off the documented Business Analyst procedures for users. Co-ordinate Business Analyst training to processing staff, when necessary.  Project Management:  Work closely with the Project Manager or Engagement Manger to help define Project scope, objectives, key deliverables etc. Manage Business Analysis work stream and/or change requests using key project tools/methodologies for: Progress reporting, Tracking,  Budgetary control, Change control, Issue and Risk management. Quality assurance of project deliverables Manage and direct the resources necessary to achieve the project objectives.  Testing  Creation of system testing plan Execution of system testing Quality Assurance on test plan and results Co-ordination of UAT Manage full lifecycle testing including reporting to stakeholders  Quality support to Team:   Coach and develop BAs including review of governance documents Knowledge sharing when required   ","$5,000to$8,000",Monthly,Senior Executive,business analyst
"ROBINSON SQUARE, 144 ROBINSON ROAD 068908",BLUE STAR INFOSTACK SOLUTIONS PTE. LTD.,Contract,Information Technology,Senior Business Analyst,"Requirements Min 5-7 years of experience in the banking industry with significant experience as business analysis is required.  Strong knowledge of Core Banking System integration is required.  Strong knowledge of financial products life cycle is required: Securities, Cash, FX, MM, Credit. Knowledge of Olympic is considered as a strong benefit. This includes knowledge of version A and parametrisation experience. Strong analytical and product management skills required, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirements. Excellent verbal and written communication skills and ability to interact professionally with a diverse group, managers, and subject matter experts. Proactive, positive attitude and desire to work as a team and help project team to achieve its objectives. ","Roles & ResponsibilitiesWe require Senior Business Analyst  for our client in Singapore.   Requirement: Position: Senior Business Analyst Location: Singapore Type of position: Contract    Expected skills/Experience:   Min 5-7 years of experience in the banking industry with significant experience as business analysis is required.  Strong knowledge of Core Banking System integration is required.  Strong knowledge of financial products life cycle is required: Securities, Cash, FX, MM, Credit. Knowledge of Olympic is considered as a strong benefit. This includes knowledge of version A and parametrisation experience. Strong analytical and product management skills required, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirements. Excellent verbal and written communication skills and ability to interact professionally with a diverse group, managers, and subject matter experts. Proactive, positive attitude and desire to work as a team and help project team to achieve its objectives.    Reporting:   Functional Report to the program manager (located in Singapore). Hierarchical report to Head of Business Analysis department in Singapore    Geographic location:   Based in Singapore    Roles and Responsibilities:  Proactively communicate and collaborate with internal and/or external third-parties to analyze needs and functional requirements. Define requirements using interviews, document analysis, requirements workshops, site visits, business process descriptions, use cases, scenarios, business analysis, tasks and workflow analysis. Prepare functional specifications according to WMIS standard templates & methodology. Collaborate with IT teams and subject matter experts to establish the technical vision and analyze tradeoffs between usability and performance needs. Prepare test plan (user requirements + test cases), perform testing to certify the implementation and coordinate UAT. Ensure and anticipate the training, deployment plan and Change Management. Escalate potential risks impacting scope, timeline, cost, etc. to the project manager and/or stakeholders as appropriate.  If you are interested in this position, have the required experience and skills, please send your resume to murugan@infogain.com. Please also send your details of your current salary, expected salary and notice period for further discussion.  ","$6,000to$8,500",Monthly,Senior Executive,business analyst
1 AYER RAJAH AVENUE 138676,INSEAD,Permanent,Information Technology,Business Analyst,"RequirementsMain accountabilities of the role include  Requirements analysis: collect and consolidate business requirements. Use workshops, individual interviews and other user analysis methods to reach timely and well-defined decisions. Proposal: propose one or several well-documented, financially established solutions clearly outlining the pros and cons of each in use cases. Communication: facilitate seamless communication between the Head of UDX and key stakeholders along the progress of the project and ensure they can make well-informed decision. Time management: develop and report regularly on the project status to business units. Relationship management: build strong relationships between external and internal departments and IT; fostering trust, cooperation among all contributors and facilitate a healthy conversation. Stakeholder engagement: Act as a reliable key contact, share knowledge, give regular updates, provide guidance and be able to recommend solutions across multiple projects and business areas. Standards: Respect relevant INSEAD standards (development, branding, communication, etc.) in daily activities and stay informed of technological advances and trends; evaluating potential value within INSEAD.  The successful candidate will  Have 6+ years of experience in a Business Analyst role Hold a bachelor’s degree or equivalent, ideally in Information Science, Business Management or Information Technology, or other technology related fields. Be proficient in conducting requirements analysis, turning ideas into executable and user-centric products Contribute to INSEAD’s professional image by delivering projects to highest level of customer satisfaction, according to original objectives, on time and within budget Demonstrate flexibility and adaptability to a demanding and quickly changing environment through transparent communication by using a strong methodological and pedagogical approach. Have the ability to grasp the big picture amongst a myriad of complex and sometimes evolving priorities. ","Roles & ResponsibilitiesAs one of the world’s leading and largest graduate business schools, INSEAD brings together people, cultures and ideas to change lives and to transform organisations. A global perspective and cultural diversity are reflected in all aspects of our research and teaching. With campuses in Europe (France), Asia (Singapore) and the Middle East (Abu Dhabi), INSEAD’s business education and research spans three continents. INSEAD Asia campus is currently seeking an experienced Business Analyst to join our User and Digital Experience (UDX) department where you will contribute to the execution of the INSEAD digital roadmap and strategic plan. This role combines technical expertise and an understanding of INSEAD’s business processes to define, monitor and drive development and adoption for applications that are part of the Digital Roadmap as defined by the Executive Committee.  The aim is to create user-centric digital products in terms of usability, functionality, innovation and generate enthusiastic user adoption and engagement both within and outside of INSEAD. The successful Business Analyst pro-actively gathers, consolidates and validates the business requirements, working closely with the IT project manager to prioritise for internal development, mobilises the necessary resources and monitors the progress of projects, all the way through to user adoption.","$6,000to$7,000",Monthly,Executive,business analyst
"ROBINSON 112, 112 ROBINSON ROAD 068902",ACE & PERRY PTE. LTD.,"Permanent, Full Time",Information Technology,Business Analyst,"Requirementso Profile with an experience of a minimum of 5 years in the Banking industry and especially as a Business Analyst; o Good knowledge of banking domains and activities (Front Office, back Office, Trading, …) especially in Wealth Management area; o Financial Products functional/business knowledge o Portfolio Management functional/business knowledge o Knowledge of AAA from TEMENOS o Knowledge of multiple Suitability Frameworks (LSINF, MIFID, HKMA…) is considered as a strong benefit","Roles & Responsibilities- Risks, attention points and issues follow-up - Requirements and general functional specifications - Coordinate all teams (BA and IT) working on the same projects - Ensure and anticipate the Change Management related to these new integration projects - Coordinate, supervise and perform Users Acceptance Tests (UAT) o Proactively communicate and collaborate with external and internal third-parties to analyze information needs and functional requirements and deliver the following artifacts as needed: (Functional requirements (Business Requirements Document), iii. Use Cases, GUI, Screen and Interface designs) o Define requirements using interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, scenarios, business analysis, tasks and workflow analysis. o Drive and challenge business units on their assumptions of how they will successfully execute their plans o Strong analytical and product management skills required, including a thorough understanding of how to interpret customer business needs and translate them into application and operational requirements. o Excellent verbal and written communication skills and the ability to interact professionally with a diverse group, managers, and subject matter experts. o Serves as the conduit between the customer community and the technology teams through which requirements flow. o Develop requirements specifications according to standard templates & methodology o Collaborate with developers and subject matter experts to establish the technical vision and analyze tradeoffs between usability and performance needs. o Be the liaison between the business units, technology teams and support teams.","$7,500to$9,500",Monthly,Professional,business analyst
"CHINA SQUARE CENTRAL, 18 CROSS STREET 048423",THOUGHTWORKS PTE. LTD.,Full Time,"Consulting , Information Technology, Professional Services",Senior Business Analyst,"Requirements     As a Senior Business Analyst at ThoughtWorks, here's what you'll bring:     3+ years of experience of working successfully with development teams to deliver bespoke software Strong facilitation skills and experience of leading workshops  Experience prioritising competing demands from stakeholders with ability to get buy-in and resolve conflicts Some experience with Agile, Lean, and Continuous Delivery best practices Experience with modelling business processes utilising a variety of tools and techniques A genuine passion for quality software; and the know-how to get from sketch to code  As a Business Analyst at ThoughtWorks, you'll get to:     Build bespoke software using the latest technologies and tools Facilitate in organisational transformation solutioning and execution Mentor and evangelise Agile, Lean, and Continuous Development analysis best practices Think through hard problems in a consultancy environment, and work with amazing people to make the solutions a reality Work in a dynamic, collaborative, non-hierarchical environment where talent is valued over job title or years of experience   We work almost exclusively on customer site providing a mix of delivery and consulting services, so you'll be flexible about project location, and willing to travel as part of your role. We do our best to make life here as easy as possible and to take people's personal situations into account.     At ThoughtWorks we promote diversity in all its forms and reject discrimination and inequality. We proudly, passionately and actively strive to make both ThoughtWorks and our industry more reflective and inclusive of the society that we serve.     If you are interested in finding out more, please apply - our recruiters will be in touch.    ","Roles & Responsibilities     ThoughtWorks is synonymous with innovation. We’re a diverse community of bright and passionate individuals striving to have a positive impact on the world. We’re dedicated to the art of software delivery, by keeping it lightweight, Agile and open-source. Our clients are organisations with ambitious missions, where we deliver complex enterprise systems.                  As a Business Analyst, you'll be instrumental in the analysis, design and building of critical and complex custom-designed, business applications that use a wide range of the latest technologies. You'll be responsible for orchestrating collaboration between product owners, business sponsors, subject matter experts and development teams by removing roadblocks and fostering communication. We're seeking talented & passionate people with a creative approach to problem-solving. If you have experience in a similar role then we'd love to hear from you!           ","$5,000to$9,500",Monthly,Professional,business analyst
"ASIA SQUARE TOWER 1, 8 MARINA VIEW 018960",KELLY SERVICES (SINGAPORE) PTE. LTD.,"Contract, Full Time",Banking and Finance,PeopleSoft Financials Business Analyst,"RequirementsRequirements:   A minimum of 3 to 4 years of experience in a similar role handling testing and analysis under PeopleSoft Financials. Prior experience of working on Peoplesoft Financials suite of systems or any other ERP will be an added advantage. Prior experience in working in banks or financial institution of similar nature will be an added advantage.    Interested applicants please send your resume in Microsoft Word format. Kelly Services (Singapore) Pte Ltd I EA License No. 01C4394 I RCB No. 200007268E I Lim Wanyi EA Personnel Registration No. R1439852  By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates , in accordance with our Privacy Policy. Please access our website at www.kellyservices.com.sg for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email at dataprotection @kellyservices.com.sg to let us know. All resumes and personal particulars sent to the aforementioned email address will Not be attended to as the address is not for job application purposes.  EA License No. 01C4394 CEI Registration No. R1439852","Roles & ResponsibilitiesPeoplesoft Financials Business Analyst - coordinating and managing the testing and change management processes for projects and BAU enhancements from a Business perspective.   Job Scope:   Track all new change requests that are assigned to Peoplesoft Financials and bring it to prioritization forum. Manage book of work with the Middle Office Technology teams – both in terms of bringing items for discussion during prioritization forum and tracking it for delivery and closure. Participate in regression testing from Peoplesoft Financials application perspective, representing Group Finance systems. Act as an interface between Technology and Business teams in terms of delivery timelines, development statuses, user clarifications, clear bottlenecks, obtain user signoffs. Keep a close tab of all enhancements/minor projects that are concurrently running in terms of timelines and statues. Timely escalation of any potential bottleneck / delay to Peoplesoft SME. ","$4,000to$5,000",Monthly,Senior Executive,business analyst
,TATA CONSULTANCY SERVICES ASIA PACIFIC PTE. LTD.,Permanent,Information Technology,Lead Business Analyst,"Requirements Degree in Information Technology, Computer or Engineering 6 to 10 years of experience in data warehouse, business analysis & data analytics Good Communication and Interpersonal  skills Knowledge in the SDLC Life Cycle, Agile and Banking Domain Strong domain Knowledge in Retail Banking and its line of business. Exposure in CCAR, FDIC & BASEL regulatory reporting. Understanding of DWH ETL Architecture, data modeling & analytics. Hands of experience in ANSI SQL & Teradata. ","Roles & Responsibilities New/Manage DWH Portfolio of applications. Managing business analysis team activities - estimating, directing and prioritizing . Requirement gathering, data analysis & data quality. Create application functional and mapping specifications and End-to-End Data Flow Diagrams. Production / Non-Production Deployment support and application Maintenance. Constant discussion with Business and Other Product Processors to derive conclusions on the requirements. Tracking deadlines, deliverables and timelines throughout the project cycle. ","$5,000to$7,500",Monthly,Executive,business analyst
"PLAZA 8 @ CBP, 1 CHANGI BUSINESS PARK CRESCENT 486025",OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,"Contract, Full Time",Information Technology,"Business Analyst with (Funds Transfer Pricing, Customer Profitability)-",RequirementsInterested applicants to apply directly to cindy@theoptimum.net UEN 199700895N Location: Alexandra Road / Raffles Place,"Roles & ResponsibilitiesWorking knowledge/experience as Business Analyst with (Funds Transfer Pricing) FTP, Customer Profitability- MUST. Functional Knowledge in banking industry specific to regulatory reporting systems Good to have - Experience in Trade Life Cycle of derivatives Good to have - Experience in Treasury Products Good to have - Translating BRD into SSD (Mention some examples) Good to have - Experience with Reporting Tools ( RETRO, AXIOM) Good to have - Stake holder management Good to have - Knowledge on Banking Front-to-Back integration Good to have - Knowledge in Oracle SQL, PLSQL, SQL Server and Unix Good to have - Create Functional Specification and Data Mapping based on the BRD, conduct functional walkthrough for the stakeholders, and obtain FS signoff. Experience in performing SIT/ UAT","$8,000to$12,000",Monthly,Senior Executive,business analyst
"PLAZA 8 @ CBP, 1 CHANGI BUSINESS PARK CRESCENT 486025",OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Full Time,Information Technology,MAS 610 Business Analyst,RequirementsKey Requirements Total 5+ years experience required Primary Skills : Business Analyst with MAS experience (3+ years into Business Analyst) Secondary Skills: MAS610 and HKAM Domain: Banking (preferred).,"Roles & ResponsibilitiesOptimum Solutions (Company Registration Number: 199700895N), is a full spectrum Software Solutions and Services Company. Software services from Optimum are designed to deliver Enterprise Client-Server/ Multi-tier and Web based solutions across the entire value chain, spanning on-site consulting services to turnkey software projects. We started our operations in March 1997. Role: MAS 610 Business Analyst","$5,000to$9,500",Monthly,Senior Management,business analyst
"THE SIGNATURE, 51 CHANGI BUSINESS PARK CENTRAL 2 486066",SCIENTE INTERNATIONAL PTE. LTD.,"Contract, Full Time",Banking and Finance,Business Analyst (FX),"RequirementsMandatory Skill-set  ​Degree in Banking, Commerce or Information Systems; Has 5 years' experience as a Business Analyst within the banking industry; Good understanding of Fixed Income products (Bonds, IRS) like corporate bonds, loan, convertible bonds, preferred shares; Good experience in Front Office to Back Office processes such as trade entry, accounting, settlement, confirmation; Good understanding of Treasury Product Knowledge; Adept to elicit, articulate and document process modeling, business requirements, description of business context using use-case scenarios; Ability to work independently, manage stress and multi-task in a fast-paced environment; Strong communication skills both in verbal and written; Excellent team player with strong analytical skills.​  Desired Skill-set  Agile / SCRUM certifications.  Responsibilities  Work with business users to elicit and validate the business requirements for both new projects and change requests; ​Facilitate requirement workshops to engage the various stakeholders such as Front Office users to ensure project meet their business needs; Analyse the user requirements and identify the gaps within the system and translate them into functional / technical specifications; ​Create and execute system testing plan as well as coordinating user acceptance testing (UAT) with multiple parties; Lead and manage issues during UAT/Sprints, and ensure all defects are track to closure; ​Ensure necessary changes / enhancements are implemented and documented.  Should you be interested in this opportunity, please send your updated resume to apply@sciente.com at the earliest. Confidentiality is assured, and only shortlisted candidates will be notified.",Roles & ResponsibilitiesWe are looking for a Business Analyst who has good domain understanding of Fixed Income & Money Market to enhance and support the systems.,"$4,000to$6,000",Monthly,Professional,business analyst
20 BENOI SECTOR 629852,SHIMANO (SINGAPORE) PRIVATE LIMITED,Full Time,Information Technology,Senior Business Process Analyst,"Requirements Diploma or degree in Supply Chain Management / Logistic Management / Manufacturing Systems and Engineering or Information Technology Management  with learning on E-Commerce and E-Business 3-4 years of relevant working experience, preferably related to manufacturing industry Able to work independently and lead in projects Experienced and logical in troubleshooting Willing to travel to support subsidiaries in regional countries ","Roles & Responsibilities Provide SAP functional support in MM, WM, SD module Responsible for business requirement gathering, system design and providing solution to fulfill business requirement while considering integration with other applications Able to validates as-is, to-be process flows and system integration from users’ perspective, identifies potential work-around to system changes or limitations, identifies level of effort required to successfully implement changes to business processes and user activities Preparation and updating of SAP business blueprint, business flow diagram, functional specification (MM, WM, SD), configuration, business process procedure and training documents Able to configures SAP modules to meet business requirements Perform functional testing by select the valid test scripts for all business processing areas when plan for or carry out the system testing Provide helpdesk support and troubleshoot issues identify by users of regional subsidiaries (10 Plants) Able to identify, recommend, implement new improvement and functions Able to lead, facilitate or support system upgrading projects and new projects ","$3,500to$5,500",Monthly,Junior Executive,business analyst
20 BENOI SECTOR 629852,SHIMANO (SINGAPORE) PRIVATE LIMITED,Full Time,Information Technology,Senior Business Process Analyst,Requirements Diploma or degree in Manufacturing Systems and Engineering / Computer Engineering / or Business Management With 3-4 years of production planning experience in manufacturing industry is preferable Analytical & meticulous and having good sense in troubleshooting Able to work independently and lead in projects Willing to travel to support subsidiaries in regional countries ,"Roles & Responsibilities Provide functional support in SAP production planning (PP) module. Responsible for business requirement gathering, system design and providing solution to fulfill business requirement while considering integration with other applications Able to validates as-is, to-be process flows and system integration from a users’ perspective, identifies potential work-around to system changes or limitations, identifies level of effort required to successfully implement changes to business processes and user activities Preparation and updating of SAP PP business blueprint, business flow diagram, functional specification, configuration, business process procedure and training documents to spell the business requirements Perform functional testing by select the valid test scripts for all business processing when plan for or carry out the system testing Provide helpdesk support and troubleshoot issues identify by users of regional subsidiaries (10 Plants) Able to identify, recommend and implement new improvement and functions Able to lead, facilitate or support system upgrading projects or new projects that introduce to regional subsidiaries ","$3,500to$5,500",Monthly,Junior Executive,business analyst
"TONG ENG BUILDING, 101 CECIL STREET 069533",QUINNOX SOLUTIONS PTE. LTD.,Full Time,Information Technology,Big Data developer,"Requirements Minimum of 3 years hands-on programming experience in Java or Python or Scala In-depth knowledge of working with SQL and able to implement ETL logic using SQL   Highly motivated and fast learner of new skills & technologies Excellent in working effectively in a multi-tasking environment, ability to prioritize competing tasks Candidates with experience with Hadoop (Cloudera, Hortonworks) and Spark for distributed data storage and processing are preferred   Candidates with Big Data related certifications are preferred.    Interested applicants please send us your full resume in MS Word format to job@quinnox-solutions.com Also kindly share your current salary, expected salary and notice period. EA Personnel : Anu Govindarajulu (R1441433) Quinnox Solutions Pte. Ltd. (06C3126) Phone: 6325 0765  ","Roles & Responsibilities Understand our customers' core business objectives and build end-to-end data centric solutions to address them Collaborate with technical business analyst, to understand business requirements, data, and optimize data pipeline performance. Build solutions in big data and data management tools meeting projects’ requirements Construct code with good coding standard and practices to ensure high quality and minimum risks Closely working with project manager and technical leads to provide regular status reporting and support them to identify blockers for quick resolution. ","$5,000to$10,000",Monthly,Senior Executive,business analyst
243B VICTORIA STREET 188031,ADROIT HR PROFESSIONAL PTE. LTD.,Contract,Accounting / Auditing / Taxation,"Collection Executive, A / R Collection Analyst, Japanese speaking",Requirements-,"Roles & ResponsibilitiesA fortune 500 company, Leading IT & Software Development Company in the world with over 30 branches in Asia is now expanding and looking for dedicated individuals to join their prestigious company.       Credit Collections Analyst / Accounts Receivable Specialist / Accounts Executive / Business Analyst (Japanese Speaking) - To handle Japan Market and Counterpart        Job Overview & Description:   Lead a team of Collection Analysts to obtain timely payment from international customers AR balances within prescribed payment terms to drive AR current matrices and to reduce AR delinquency.      Job Responsibilities:   1.            Lead a team of Collections Analysts to drive towards the Collection Targets set. 2.            Perform detailed account reconciliation as needed to resolve and bring about closure on any and all disputed receivables by demonstrating familiarity with all transactions/adjustments posted to customers account. 3.            Prepare account adjustments as needed within financial deadlines. 4.            Perform account management with customer, obtaining timely payments from customers within prescribed payment terms to maximize cash flow, reduce DSO and minimize delinquency by calling on, emailing, faxing, or utilizing other communications to request payment and resolve disputed transactions with customers.  . 5.            Research and resolve customer account problems promptly and perform detailed account reconciliation from customers’ perspective as needed.  Negotiate payment on undisputed past due accounts by engaging senior Operations and Financial managers of customer 6.            Handle escalations raised by the collections analysts and resolve these issues promptly and efficiently       Job Requirements:   A minimum of 5 years of demonstrated work experience in related field   Strong in tools like Excel and SAP will be a plus   Excellent command of both Japanese and English   Japanese business writing skill         Should you be interested, kindly forward a detailed copy of your resume in MSWord to hr@adroithrpro.com.sg         Please include the following details in your resume: (1) Personal details such as full name as in NRIC, NRIC, nationality, contact address, numbers, email (2) Reasons for leaving your current and previous employment(s) (3) Current / last drawn and expected salaries (4) Availability / Notice Period required (5) At least 2 names and contact numbers of relevant reference persons relating to your previous employment/s.   We thank you in advance for your application and will get in touch with you as soon as possible should you be short-listed.","$3,000to$4,500",Monthly,Executive,business analyst
"ROBINSON 112, 112 ROBINSON ROAD 068902",ACE & PERRY PTE. LTD.,"Permanent, Full Time",Information Technology,iOS Developer,"Requirements• 5 to 8 years of relevant experience in software development lifecycle in banking domain. • Minimum 4 years of hands on experience in Environment Management (Non Prod Environments) • Experience in deployment management. • Experience or knowledgeable in release management processes • Experience or knowledgeable in testing management processes • Experience in configuring environments with the help of local IT teams • Experience in defining new environment policies or update existing policies as per the need • Experience in working with: o IBM AIX, Linux o Windows platform o Websphere, Weblogic, MQ o Oracle o Service Now • Basics of database storage and configuration concepts for: o DB2 o Sybase • Experience in conducting audits for non-compliance of environment usage policy, violating access permissions, unknown deployments • Experience in conducting workshops, arbitration meeting for environment allocation issues • Defect raising, communication with various parties and track to closure • Must appreciate the NPE management processes.","Roles & Responsibilities• Participate to the full development lifecycle including design, estimation, planning, development, unit test, release and implementation support • Work with the Business Analyst and Solution architects to understand the business requirements and translate them to technical solutions in the application • Contribute to the technical specifications and ensure proper traceability with detailed specifications & code • Control and Maintain the quality of the developments (norms & standards, frameworks, source control, technical reviews, code reviews)","$5,500to$7,500",Monthly,Professional,business analyst
"ROBINSON 112, 112 ROBINSON ROAD 068902",ACE & PERRY PTE. LTD.,"Permanent, Full Time",Information Technology,Front End Developer,"RequirementsBachelor’s Degree or equivalent required • At least 3 years of hands-on experience with various web technologies and mobile frameworks. o Angular  o React o Typescript o Ionic o Cordova o Karma/Jasmine o HTML, CSS, LESS, Material Design, Bootstrap o Vanilla JavaScript • Strong experience on REST / JSON practices ","Roles & ResponsibilitiesParticipate to the full development lifecycle including design, estimation, planning, development, unit test, release and implementation support • Work with the Business Analyst and Solution architects to understand the business requirements and translate them to technical solutions in the application • Contribute to the technical specifications and ensure proper traceability with detailed specifications & code • Control and Maintain the quality of the developments (norms & standards, frameworks, source control, technical reviews, code reviews)     ","$6,200to$8,200",Monthly,Professional,business analyst
"ROBINSON 112, 112 ROBINSON ROAD 068902",ACE & PERRY PTE. LTD.,"Permanent, Full Time",Information Technology,Android Developer,"RequirementsSkills & Experience: • Bachelor’s Degree or equivalent experience required • At least 3+ years of hands-on experience in Android  mobile development • Strong experience on REST / JSON practices   Mandatory • Has a very good knowledge about design patterns and development principles • Proven/previous experience with CI/CD & Agile • Strong critical thinker with problem solving aptitude. • Excellent written and oral communication skills • Track record on GIT usage • Experience on JUnit (or any other solution)  Plus • TDD, BDD • General banking knowledge or Banking knowledge related to Wealth Management / Private banking • Contributing to open source projects • Having server side knowledge (Spring, Jackson..) is a plus • Experience in Universal App development • Experience on Kotlin","Roles & Responsibilities• Participate to the full development lifecycle including design, estimation, planning, development, unit test, release and implementation support • Work with the Business Analyst and Solution architects to understand the business requirements and translate them to technical solutions in the application • Contribute to the technical specifications and ensure proper traceability with detailed specifications & code • Control and Maintain the quality of the developments (norms & standards, frameworks, source control, technical reviews, code reviews","$7,000to$9,000",Monthly,Professional,business analyst
"NCS HUB, 5 ANG MO KIO STREET 62 569141",NCS PTE. LTD.,Full Time,Information Technology,"Senior Consultant, Application (Pega)","Requirements Degree in Computer Science and Engineering At least 4 years’ experience with substantial project work in software development Experience in designing solutions using appropriate platforms and system technologies such as enterprise Relevant experience in Pega v7 Familiar with Software Development Life Cycle (SDLC) Self-motivated with a positive “can-do” attitude, creative with excellent presentation, communication, negotiation and interpersonal skills including strong persuasive techniques. Ability to lead, develop and maintain respectful and trusting relationship; Proficient in written and spoken English Able to travel as required   ","Roles & Responsibilities Define system-level application architecture that includes high-level design, architectural policies and principles, design and programming standard and guidelines, implementation risks and mitigation measures, software development and integration strategies, software configuration controls, etc Maintain control over the architect throughout the entire software development lifecycle by continuously making critical adjustments to the architecture to ensure desired results are achieved Involve in requirement analysis phase to ensure the implementation feasibility of functional specifications. Highlight requirement gaps, disproportional construction efforts, technical challenges and any other issues to business analyst teams Successfully translate functional design into a technical solution and documentation using Pega best practices, including enterprise class structure, data and application management framework, interfacing, infrastructure requirements, data migration approach, etc. Provide technical leadership in the development through established design and development methodologies, to ensure system meets functional and system requirements Engage customers to explain the rationale of architecture’s selection, or other technical issues Work closely with customer architects to ensure approval on technical design Ensure best practices, frameworks and re-useable components are employed in the development project Ensure best possible designs (performance, security, scalability) of Pega PRPC applications/ solution compliant with Pega PRPC best practices, coding standards, guardrails, UI standards and customer specific standards Conducting and leading on all Pega PRPC related technical activities / discussions/ workshops/ reviews with all groups, eg. LBA, business users, development teams (Onshore, Offshore), Data centre, etc. Perform code & alert logs reviews to ensure application quality Trouble-shoot technical problems faced by the project team. Contribution to organizational development thru sharing best practices. Developing and conducting technical courses. Coach, train and mentor junior architects Be involved in pre-sale activities in Pega solutions     ","$4,500to$6,500",Monthly,"Executive, Senior Executive",business analyst
"SIM LIM TOWER, 10 JALAN BESAR 208787",ZENITH INFOTECH (S) PTE LTD.,Contract,Information Technology,Temenos Analyst & Architect,"RequirementsTemenos Data Source Analyst (4 pax)  Minimum 5  years of experience in Business Analysis area (Requirement Gathering, BRD/FSD Preparation etc.) Knowledge and working experience on Temenos Data Source (TDS) Functional knowledge on Retail and Private Banking area and its relevant products Prior experience on setting up Instrument Master for different products and finalize the attributes required Knowledge on the market feed provider systems Knowledge on Wealth Suite    T24 Solution Architect (1 pax)  Strong Technical delivery experience on both, technical and functional competencies Strong knowledge of T24 architecture mainly Interaction and Integration Framework, Data Framework 10 Years of Techo-Functional experience in Temenos product T24 as a Solution Architect Experienced in Temenos implementation Experience in TAABS data collection and Initial system build validation User SMS & Parameter setup knowledge Change and Release management knowledge ",Roles & Responsibilities  These are 12-months agency contract positions based in Singapore.,"$5,000to$7,000",Monthly,Professional,business analyst
