address,company,employment_type,industry,job,requirements,responsibilities,salary,salary_type,seniority,title
,DIGIMIND PTE. LTD.,Permanent,Sales / Retail ,CUSTOMER SUCCESS MANAGER,"RequirementsWHO ARE WE LOOKING FOR?  2-3 years of experience in analytics, enterprise solutions or data/startup customer-facing role 4-year college degree or equivalent required Native English speaker to communicate with our clients, another language would be a plus Subject matter expertise in one of the following domains: Social Media Analytics, Digital Marketing, Competitive Intelligence, Knowledge Management, Business Intelligence Outstanding writer and communicator with strong presentation skills Positive attitude, competitive, confident personality with strongly developed persuasive skills and a customer-focused orientation Proven track record of success in customer success and retention Strong technical background Proactive methods, unparalleled work ethic and hunger to learn ","Roles & ResponsibilitiesWHO ARE WE? Digimind is a leading social media intelligence SaaS company, based in NYC, Paris, Rabat, Singapore and Grenoble. We help brands and agencies drive customer experiences through best-in-breed social media listening and analytics technology to help them make better strategic decisions. We have an established international client base which includes Fortune 500 companies across a variety of sectors including technology, retail, pharmaceutical and financial services. We work over 200+ of the world's top companies, including Linkedin, Lexus, Deloitte, Intel, Disney, BBDO and GE. RESPONSIBILITIES: Digimind is looking for a Customer Success Manager to join our rapidly growing team in Singapore. Talented, dedicated and enthusiastic, your role will be to provide best-in-class customer experience to our clients by helping them achieve their goals. Responsibilities include but not limited to:  Managing client onboarding, delivery & implementation, and retention Managing a portfolio of strategic accounts from a wide range of industries Provide training, technical support and strategic recommendations to existing clients Working closely with Sales, Account Management, and Consulting to ensure customer goals are met and upsell potential is uncovered Very autonomous role as you will be the main point of contact for a large number of existing Digimind clients ","$4,500to$6,000",Monthly,Senior Executive,analytics
1 RAFFLES QUAY 048583,ERNST & YOUNG ADVISORY PTE. LTD.,"Permanent, Full Time",Consulting ,"Manager, Advisory","RequirementsTo qualify for the role, you must have:  Minimum of three years' experience as an internal or external consultant working on business transformation, product, operations and/or technology projects in a digital environment A background in programming and / or data science. Specific knowledge of one or more of the follow technologies is a plus: Robotic Process Automation, Machine Learning / AI, Blockchain, IOT, Chatbots, VR/AR/MR. A track record in leveraging design thinking, functional requirements definition, business process analysis, business modelling, and workshop design and facilitation to assess business issues and develop solutions Working knowledge of the full lifecycle of software development and the broad emerging technology ecosystem Strong business analysis experience    Ideally, you’ll also have  Excellent communication and stakeholder management skills Ability to work in a collaborative and client-facing environment Experience of working with or as part of a scrum team Advanced degrees relevant to digital delivery in emerging technology ","Roles & ResponsibilitiesOur EY Digital and Emerging Technology Practice is a team of creative and inspiring developers, designers and strategic thinkers that partner with our analytics, customer experience and functional advisory teams to generate real business outcomes for our clients through digital transformation.   About the opportunity Consultants at EY Digital are the engine room of our business, working on the front lines with our client, colleagues and third-parties to transform businesses. They work across industries and markets, cross-pollenating the best of digital, customer, strategy and technology to design, build and run the businesses of tomorrow. They traverse the digital spectrum from strategy and innovation, through to experience transformation and digitization of operations. No two days are the same. We are currently looking to hire motivated Senior Consultants and Managers into our growing Emerging Technology team. This team will help build and take to market our solutions across a range of technologies, including Robotic Process Automation, Machine Learning / AI and Blockchain. The Emerging Technology team works closely with EY’s functional experts in Finance, IT, HR, Supply Chain, Customer and Strategy, as well as with our sector teams across various industries, to design, develop and implement fit-for-purpose solutions for our clients.   Key Responsibilities:  Work with a range of clients, designing solutions which will deliver real business value, enabled by a broad range of emerging technologies Collaborate effectively across multiple parts of the EY and client businesses to deliver complex digital solutions Develop proposals and prototypes to help our clients understand how these solutions will be delivered and what impact they will have on their business Create thought leadership, demonstrations and other materials that articulate our point of view on emerging technologies to both clients and EY colleagues  Skills and Attributes for success  You have a passion for emerging technology and you enjoy building things You are like being near the business and get satisfaction from delivering tangible outcomes You enjoy communicating with people from various backgrounds and can simplify complex technical conversations to help your audience understand the key concepts and the value that will be delivered      What we look for Highly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry. An effective communicator, you’ll be a confident team player that collaborates with people from various teams while looking to develop your career in a dynamic organization.   What working at EY offers  EY offers a competitive remuneration package where you’ll be rewarded for your individual and team performance. We are committed to being an inclusive employer and are happy to consider flexible working arrangements. Plus, we offer:  Support, coaching and feedback from some of the most engaging colleagues around Opportunities to develop new skills and progress your career The freedom and flexibility to handle your role in a way that’s right for you    About EY As a global leader in assurance, tax, transaction and advisory services, we hire and develop the most passionate people in their field to help build a better working world. This starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. So that whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible. Join us in building a better working world. Apply now","$6,000to$12,000",Monthly,Manager,analytics
"FAIRPRICE HUB, 1 JOO KOON CIRCLE 629117",NTUC FAIRPRICE CO-OPERATIVE LTD,"Permanent, Full Time",Accounting / Auditing / Taxation,Internal Auditor,"Requirements Degree in Business, Computer Science or Engineering, Information Technology Relevant IT auditing, systems security, controls skills and professional qualifications such as CISA, CISSP or equivalent are preferred Strong technical and analytical skill sets Good presentation skills, both oral and written Self-motivated, eager to learn and stay up to date on the latest trends Proficiency in using query languages such as SQL Experience with data visualisation tools, Tableau and Power BI Experience with common data science applications, such as R or Python. Ability to apply advanced data analytics techniques such as predictive analytics ","Roles & Responsibilities A candidate with good working knowledge of IT auditing and data analytics Identify and focus on existing or emerging IT risks Ensure compliance of policies, plans, procedures, and regulatory requirements Evaluate effectiveness of internal controls, reliability and integrity of IT systems Conduct IT audits on general computer control and other technical reviews as assigned ","$5,000to$8,000",Monthly,Professional,analytics
,,,,,,,,,,analytics
,,,,,,,,,,analytics
21 LOWER KENT RIDGE ROAD 119077,NATIONAL UNIVERSITY OF SINGAPORE,Full Time,"Accounting / Auditing / Taxation, Information Technology",Full-Time Research Fellow,"RequirementsRequirements:  Have a PhD degree in computer science or equivalent (PhD students close to graduation can be considered too); High proficiency in machine learning modeling based on structured and unstructured data, especially in the financial domain; Deep learning and other state-of-the-art machine learning methods are highly valued; High proficiency in natural language processing using Python and other relevant programming skills; Related prior research experience is a plus; Evidence of creativity and innovation is high valued; Responsible, hardworking, detail oriented, and perfection-seeking; Ability to work as a team is a must; Excellent verbal and written communication skills; Willingness to learn new things and accept challenges.  The duration of the initial contract is one year but the contract can be renewable for up to three years including the initial one year provided that the job candidate performs satisfactorily in the initial contract. Salary will be competitive and commensurate with the candidate’s qualification and relevant experience. The position starts from January 1, 2019. Interested applicants should send his/her curriculum vitae with complete contact information and any supporting documents to bizfubo@nus.edu.sg. Applications will be accepted until the position is filled.","Roles & ResponsibilitiesNUS Business School (Asia Accounting Research Centre) is looking for a suitable candidate to work as a full-time Research Fellow under the supervision of Professor KE Bin, Director of Asia Accounting Research Centre. This research is funded by an Artificial Intelligence and Data Analytics Grant (AIDA) launched by Singapore’s Monetary Authority of Singapore (MAS) as part of the Financial Sector Technology and Innovation (FSTI) scheme under the Financial Sector Development Fund (FSDF). Responsibilities:  Need to learn basic domain knowledge in asset management/commercial banking/corporate finance/securities/research; Work with domain experts to use structured and unstructured data to develop financial forecasting models using state-of-the-art machine learning techniques; ","$2,000to$4,000",Monthly,Professional,analytics
21 LOWER KENT RIDGE ROAD 119077,NATIONAL UNIVERSITY OF SINGAPORE,Full Time,"Accounting / Auditing / Taxation, Information Technology",Full-Time Research Associate,"RequirementsRequirements:  Have a bachelor or master degree in computer science (or related discipline); High proficiency in natural language processing and web mining using Python and other relevant programming skills; Ability to apply and modify existing machine learning and text mining methods is highly valued; Evidence of creativity and innovation is high valued; Knowledge of statistical softwares such as R, SPSS, STATA, or SAS is a plus; Basic knowledge in asset management/commercial banking/corporate finance/securities/research is a plus. Responsible, hardworking, detail oriented, and perfection-seeking; Ability to work as a team is a must; Excellent verbal and written communication skills; Willingness to learn new things and accept challenges.  The duration of the initial contract is one year but the contract can be renewable for up to three years including the initial one year provided that the job candidate performs satisfactorily in the initial contract. Salary will be competitive and commensurate with the candidate’s qualification and relevant experience. The position starts from January 1, 2019. Interested applicants should send his/her curriculum vitae with complete contact information and any supporting documents to bizfubo@nus.edu.sg. Applications will be accepted until the position is filled.","Roles & ResponsibilitiesNUS Business School (Asia Accounting Research Centre) is looking for a suitable candidate to work as a full-time Research Associate under the supervision of Professor KE Bin, Director of Asia Accounting Research Centre. This research is funded by an Artificial Intelligence and Data Analytics Grant (AIDA) launched by Singapore’s Monetary Authority of Singapore (MAS) as part of the Financial Sector Technology and Innovation (FSTI) scheme under the Financial Sector Development Fund (FSDF). Responsibilities:  Web crawl structured and unstructured (e.g., text) data from public sources; Clean and construct structured databases from unstructured data sources; Maintain integration scripts for existing data sources; Develop generic methods for extracting and standardizing content from unstructured sources.   ",,,Professional,analytics
"PENINSULA PLAZA, 111 NORTH BRIDGE ROAD 179098",JOBSTUDIO PTE. LTD.,Contract,Information Technology,Business Intelligence Analyst (BI Developer),"Requirements 3+ years of experience in data visualization, visual analytics statistics or data analysis. Experience working with Tableau, Infogram or other analysis/charting software. Experience is Visualization Javascript framework, such as D3.js, Django, etc. or equivalent. Excellent UI/infographic experience is preferred; knowledge of SQL and programming language is a plus. Familiar with a broad array of BI and data visualization tools. An analytical mind capable of simplifying complex information and identifying patterns. A passion and desire to work with vast data sets spanning a multitude of industries. Creative problem-solving skills and willingness develop new ways to explain, explore and visualize data. Highly detail-oriented, able to multi-task effectively with minimal supervision. Good communication, presentation, interpersonal skills, good team player. ","Roles & Responsibilities Create best practices for data visualization and well-illustrated graphs, tables, infographics, geographical map and reports. Good experiences in visualizing Spatial-Temporal data. Work with existing project team to determine best approach to communicating proprietary data and insights with an emphasis on accuracy/clarity in a clean, modern aesthetic. Conceptualize new dashboard templates Work with Tech specialists to connect databases to information analysis and visualization tools. Building and publishing customized interactive reports Develop and deliver new and innovative reporting, analytics solutions, data transformation and management processes. ","$5,500to$8,000",Monthly,Professional,analytics
"MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982",S&P GLOBAL ASIAN HOLDINGS PTE. LTD.,Permanent,Banking and Finance,"Associate Editor, LNG","RequirementsQualifications:  BA degree or equivalent and approximately 2-5 years of writing/editing experience; or a graduate in journalism, business, economics or finance, with 2 years of reporting and writing experience. Well-rounded communication skills. Works well in a team environment, focusing on collaboration. Must be comfortable with Microsoft excel Has good numeracy skills, research and analytical capabilities, with the capability of locating and interpreting a variety of information, and is comfortable mining and analyzing data. Possesses basic computer and keyboarding skills including a basic understanding of Word, Outlook. Self-driven, energetic and ambitious Highly developed interpersonal and communication skills Ability to multitask and work under tight deadlines  Kindly formally apply for the role online at our Careers Website at https://www.spglobal.com/careers where you can also learn more about our company and the benefits of working at S&P Global.  S&P Global Platts  At S&P Global Platts, we provide the insights; you make better informed trading and business decisions with confidence. We’re the leading independent provider of information and benchmark prices for the commodities and energy markets. Customers in over 150 countries look to our expertise in news, pricing and analytics to deliver greater transparency and efficiency to markets. S&P Global Platts coverage includes oil and gas, power, petrochemicals, metals, agriculture and shipping.  S&P Global Platts is a division of S&P Global (NYSE: SPGI), which provides essential intelligence for individuals, companies and governments to make decisions with confidence. For more information, visit www.platts.com. S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, gender, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or other legally protected categories, subject to applicable law.","Roles & ResponsibilitiesThe Role: This position creates real-time content and analysis of the regional APAC Liquefied Natural Gas (LNG) markets as part of the global S&P Global Platts LNG team. The role is for a key team player in the Platts JKM price assessment group, based in Singapore.  The Impact: Develop Platts’ LNG price assessments in the APAC region. Maintain Platts' high journalistic standards as you produce well-written analysis of LNG markets supply and demand dynamics that meets Platts editorial guidelines.  The Career Opportunity: You will contribute to the development of the Platts JKM benchmarks and other spot LNG assessments. You will create analysis and other content about short- and long-term LNG market trends. You will gain exposure to the LNG industry and its pricing dynamics.  The Team / The Business: You will be in regular contact with the LNG regional leader in Singapore, along with other regional news, pricing and analytics teams. The global teams work together closely in an often fast-paced environment.  Your Skills: Bachelor’s degree or equivalent experience; 2-5 years of reporting/writing experience, preferably on commodity markets; good communication skills; ability to manage multiple deadlines; and strong English language skills.  Our Hiring Manager says: “The role’s focus is to cover one of the most exciting areas in energy markets – LNG – in the region with the fastest-developing price benchmark, JKM. The position offers the ability to be on the frontline of developing critical news and price assessments for our subscribers.”  Responsibilities:  Gathers commodity price information, produces price assessments/markets and writes daily market commentaries Writes daily LNG news and market analysis for Platts’ real-time alert services, websites and daily publications. That may include analyzing data and reporting on company and industry events. Produces regular well-written enterprise stories for various Platts publications. Expands depth of stories through research. Develops thorough line of questioning. Follows news strategy guidelines on readership needs. Establishes, maintains and nurtures key sources and maintains a source list that can be shared and leveraged across the organization. Develops knowledge of beat and related companies/market benchmarks. Develops diverse information sources (including documents; third tier sources etc.) and a strong ability to interpret information from various documents. Regional travel and public speaking opportunities. ","$4,500to$8,500",Monthly,Executive,analytics
"SHUN LI INDUSTRIAL PARK, 61 KAKI BUKIT AVENUE 1 417943",FEI FAH MEDICAL MANUFACTURING PTE LTD,Full Time,Marketing / Public Relations ,Marketing Executive(Digital Marketing),"Requirements Minimum Diploma in multimedia technology. A minimum of 3-5  years’ experience in ecommerce, Email marketing and social media Well verse in Adobe and Macromedia is an advantage ","Roles & Responsibilities Responsible for developing marketing strategy, channel strategy, content strategy, conversion planning and content and campaign ideation for the relevant programme areas Work closely with the Sales team in optimising and evolving the brands marketing communications and presence on digital platforms Devising strategies to drive online traffic to the company website Managing online brand and product campaigns to raise brand awareness Improving the usability and design of the company website Developing and managing digital marketing campaigns and overseeing the social media strategy for the company Utilise online analytics tools to track campaigns and measure success in order to inform future strategy ","$3,000to$4,000",Monthly,Executive,analytics
195 PEARL'S HILL TERRACE 168976,REICH CONSULTANCY PTE. LTD.,"Permanent, Full Time",Logistics / Supply Chain,Operation Executive [Degree  /  2-3yrs  /  Cargo  /  Town] - Up to $4.5K,"RequirementsRequirements:  Minimum degree with  2-3 years ‘of experience in shipping/petroleum/oil related/energy trading industry Experience in Demurrage Management Strong knowledge in LC/shipping Management Excellent billingual ability in Chinese and English to liaise with China shipment    Interested applicants, please write in through Jobsbank with detailed resume in MS Words format.  EA License Number:17C8690   Please Provide:   1) Availability 2) Current/ Expected salary 3) Reasons for leaving previous employments 4) Recent photo   We regret that only shortlisted candidates will be notified.","Roles & ResponsibilitiesLocation: Town  Responsibilities:  Handle business enquiries relating to cargo segments such as project cargo, onshore and offshore Marine related POint of contact for key account customers Proactive management of customer relationship with a focus on customer satisfaction and retention Coordinate closely with operations to ensure safe and efficient operations Assist in quotation and billing services rendererd Responsible for data analytics and monthly reporting   ","$4,000to$4,500",Monthly,"Executive, Senior Executive",analytics
195 PEARL'S HILL TERRACE 168976,REICH CONSULTANCY PTE. LTD.,"Permanent, Full Time",Logistics / Supply Chain,Operation Executive [Degree  /  2-3yrs  /  Cargo  /  Town] - Up to $4.5K,"RequirementsRequirements:  Minimum degree with  2-3 years ‘of experience in shipping/petroleum/oil related/energy trading industry Experience in Demurrage Management Strong knowledge in LC/shipping Management Excellent billingual ability in Chinese and English to liaise with China shipment    Interested applicants, please write in through Jobsbank with detailed resume in MS Words format.  EA License Number:17C8690   Please Provide:   1) Availability 2) Current/ Expected salary 3) Reasons for leaving previous employments 4) Recent photo   We regret that only shortlisted candidates will be notified.","Roles & ResponsibilitiesLocation: Town  Responsibilities:  Handle business enquiries relating to cargo segments such as project cargo, onshore and offshore Marine related POint of contact for key account customers Proactive management of customer relationship with a focus on customer satisfaction and retention Coordinate closely with operations to ensure safe and efficient operations Assist in quotation and billing services rendererd Responsible for data analytics and monthly reporting   ","$4,000to$4,500",Monthly,"Executive, Senior Executive",analytics
"MARINA BAY FINANCIAL CENTRE, 8 MARINA BOULEVARD 018981",GOOGLE ASIA PACIFIC PTE. LTD.,Full Time,Sales / Retail ,"Brand Measurement Lead, Reach Planning - Singapore","RequirementsMinimum qualifications: - Bachelor's degree or equivalent practical experience. - 10 years of experience in consultative sales. - Experience with TV measurement tools. - Experience working with international brands, brand marketing, brand strategy and media planning in Southeast Asia Preferred qualifications: - Experience with strategically recommending multimedia solutions. - Strong presentation and communication skills and experience presenting to clients and stakeholders. At ease working in multicultural, cross-functional teams.","Roles & ResponsibilitiesCompany overview: Google is not a conventional company, and we don’t intend to become one. True, we share attributes with the world’s most successful organizations – a focus on innovation and smart business practices comes to mind – but even as we continue to grow, we’re committed to retaining a small-company feel. At Google, we know that every employee has something important to say, and that every employee is integral to our success. We provide individually-tailored compensation packages that can be comprised of competitive salary, bonus, and equity components, along with the opportunity to earn further financial bonuses and rewards. Googlers thrive in small, focused teams and high-energy environments, believe in the ability of technology to change the world, and are as passionate about their lives as they are about their work. For more information, visit www.google.com/careers. The area: Large Customer Sales (LCS) Our Large Customer Sales teams partner closely with many of the world’s biggest advertisers and agencies to develop digital solutions that build strong businesses and brands. We enjoy a bird’s eye view on the massive transformation occurring as advertising shifts to mobile and online platforms. We're uniquely situated to help shape how companies grow their businesses in the digital age. We advise clients on Google's broad range of products across search, video and mobile to help them connect instantly and seamlessly with their audiences. Additional Role Description: As a Brand Measurement Lead on Reach Planning, you will help drive product execution and rollout for all of Google’s Reach Planner product suites, in one of the fastest growing regions for YouTube. While you will be based out of Singapore, your work responsibilities with cover two markets in the Southeast Asia region. Your knowledge of online media and offline media combined with your communication skills and analytical abilities will shape how new and existing business grows. You will shape and drive the integration of Google Reach Planner solutions with large agencies and customers to ensure that Google planning data is seamlessly available and usable by the advertising community. You will leverage your entrepreneurial drive to target, educate and persuade new customers to embrace Google's latest brand and video products. Using your influencing and relationship-building skills, you will provide Google-caliber client service and product solutions. You anticipate how decisions are made, understand the details of individual campaigns and persistently explore and uncover the business needs of key clients. Working with them, you set the vision and the strategy for how their advertising can reach millions of users. Responsibilities: - Act as a regional expert on our products for brand measurement solution including YouTube and video advertising; provide deep product expertise to country Sales Specialist teams and pods so that they can provide branding solutions. - Launch commercialization; manage branding product launches/changes/betas in the region to ensure all dimensions of the product’s commercialization are fully operational, while working with a cross-functional team. - Enable deep integration of Google brand measurement tools within agency planning/strategy tools. - Gather regional sales feedback, identify brand sales issues and product gaps, conduct necessary analytics, prioritize and communicate to global video team and product managers as they develop the future product roadmap. Pitch large joint business plans, annual agreements and video incentive programs with large customers and their agencies. - Build capability for Google Reach Product and Solutions among country sales teams. Work closely with other market counterparts to ensure best practices and knowledge sharing for the overall Southeast Asia/Asia-Pacific Video Sales cluster.","$14,500to$29,000",Monthly,Senior Executive,analytics
,VANTAGE HR SOLUTIONS,"Permanent, Full Time","Accounting / Auditing / Taxation, Consulting , Risk Management, Information Technology, Professional Services",INTERNAL AUDITOR - IT AUDIT [MNC  /  Training Provided],"RequirementsREQUIREMENTS:  Must have a recognised degree in Accountancy/ Business/ Finance/Computer Science or IT related equivalent. CISA and CIA/CPA/CFE/CCSA/CISSP qualifications and technical knowledge of data analytics (e.g. ACL, IDEAS) including scripting preferred. Knowledge of large ERP systems, cyber security threats and IT General Controls (e.g. change controls, access controls, IT operations and network security) preferred. Willingness to travel on overseas audit assignment when required Knowledge of IT assurance/ compliance audit/ data analytics advantageous Possess good attitude and inter-personal skills to work well with people across a diverse background Preferably with IT Audit / IT Security experience.    APPLICATION:  Apply via Jobsbank or email CV to: careers@vantage.com.sg Please include a recent photo, expected salary, last drawn salary, availability/notice period and reason for leaving past employment(s) in your CV.   ","Roles & ResponsibilitiesVantage HR Solutions (EA LICENSE NO 10C4871) is a professional executive search consultancy company registered under the Ministry of Manpower (MOM), Singapore. The keen eye we developed over the years enabled us to make accurate assessments about jobs and candidates. We distinguish ourselves through our direct working experience as industry-specific professionals from the industries that we serve. Hence, we have the trade know-how, professional network and track record to recruit the right talents for different business needs. Whether you are seeking the best talents for your organization or looking for a dream career - Vantage HR Solutions has the edge to meet your expectations.  Visit http://vantage.com.sg/ to find out more about our services and other available positions.  Our client is a leading public listed Multi-National Corporation employing more than 10,000 people worldwide across a wide and diverse range of industries in Europe, Asia & Americas. It has established itself as an Employer of Choice due to its' global presence, reputation, drive for innovation as well as its' emphasis on human capital development.   JOB FUNCTIONS:  Part of the Corporate Internal Audit team Specialize in IT Audit Work with global / local business units and subsidiaries across different sectors on audit procedures Responsible for planning and executing IT audit programs, IT audit fieldwork and Operational Audits. Assess the controls effectiveness of ITGC and ERP systems, review and testing for compliance with best practices, policies and procedures. Propose recommendations to improve any weaknesses in the control environment and system vulnerabilities identified. Assist in special reviews, data analytics, CSA programs   THE REWARDS:  You shall have the opportunity to work for a world class and leading global brand name that is both innovation-driven and widely regarded as an Employer of Choice due to its strong emphasis and premium on Human Capital and developing its People. Excellent opportunity for vertical and horizontal career progression due to the diversity and global presence of the Corporation’s operations.    OTHER INFORMATION:  Permanent Position   2 Vacancies required - new headcount due to expansion Good Career Prospects / Staff Benefits Overseas travel required (up to 30%)     ",,,"Professional, Executive, Senior Executive",analytics
,NTUC ENTERPRISE CO-OPERATIVE LTD,Full Time,Information Technology,Senior Software Engineer (Fullstack),"RequirementsRequirements  ·       4  years of professional experience.  ·       Strong hold in designing and building RESTful APIs using Node.JS, Express, ReactJS, React Native  ·       Good hands on experience in ReactJS/Redux, building Progressive Web App  ·       Knowledge of working on mobile native code on iOS and Android that interfaces with the React Native application  ·       Hands-on experience in MySQL and NoSQL databases e.g. MongoDB, DynamoDB  ·       Experience in developing awesome responsive visual experiences using  HTML5, CSS3, JS, Material design  ·       Experience with common development tools such as Babel, Webpack, NPM, Gulp, Grunt etc.  ·       Collaborate with project and creative leadership to come up with the requirements, design and convert their creative vision into a fully functional, polished experience  ·       Being able to work autonomously, quick learner and enthusiastic to learn new technologies ","Roles & ResponsibilitiesNTUC Enterprise is part of NTUC’s Group of Social Enterprises, which has businesses in groceries, insurance, F&B, healthcare, education and malls. The group shares a collective vision to create better and more meaningful lives by complementing the lifestyle habits of Singaporeans.   Today, we have embarked on a transformation and innovation journey; re-organising and staffing up to become a dynamic, digital-enabled, data-driven organisation to go beyond loyalty and campaign management. We are in e-commerce, consumer research, advanced analytics and payments, and will lead the way with a mobile-led customer engagement platform that delivers value to merchants and consumers through the most relevant, dynamic, seamless, data rich, omni-channel experience; every day and at every stage of the consumer lifecycle.  To do this we've brought in a diverse set of talents from various industries and backgrounds to work with our pioneers for the next lap of our journey.  Responsibilities  You live and breathe mobile & Web development and you love engineering fast and beautiful user experiences. You thrive in fast-paced environments and being part of creating a best-of-breed product which helps users engage with their communities.    ","$10,000to$14,000",Monthly,Professional,analytics
,NTUC ENTERPRISE CO-OPERATIVE LTD,Full Time,Information Technology,Software Engineer (Fullstack),"RequirementsRequirements  ·       4  years of professional experience.  ·       Strong hold in designing and building RESTful APIs using Node.JS, Express, ReactJS, React Native  ·       Good hands on experience in ReactJS/Redux, building Progressive Web App  ·       Knowledge of working on mobile native code on iOS and Android that interfaces with the React Native application  ·       Hands-on experience in MySQL and NoSQL databases e.g. MongoDB, DynamoDB  ·       Experience in developing awesome responsive visual experiences using  HTML5, CSS3, JS, Material design  ·       Experience with common development tools such as Babel, Webpack, NPM, Gulp, Grunt etc.  ·       Collaborate with project and creative leadership to come up with the requirements, design and convert their creative vision into a fully functional, polished experience  ·       Being able to work autonomously, quick learner and enthusiastic to learn new technologies ","Roles & ResponsibilitiesNTUC Enterprise is part of NTUC’s Group of Social Enterprises, which has businesses in groceries, insurance, F&B, healthcare, education and malls. The group shares a collective vision to create better and more meaningful lives by complementing the lifestyle habits of Singaporeans.   Today, we have embarked on a transformation and innovation journey; re-organising and staffing up to become a dynamic, digital-enabled, data-driven organisation to go beyond loyalty and campaign management. We are in e-commerce, consumer research, advanced analytics and payments, and will lead the way with a mobile-led customer engagement platform that delivers value to merchants and consumers through the most relevant, dynamic, seamless, data rich, omni-channel experience; every day and at every stage of the consumer lifecycle.  To do this we've brought in a diverse set of talents from various industries and backgrounds to work with our pioneers for the next lap of our journey.  Responsibilities  You live and breathe mobile & Web development and you love engineering fast and beautiful user experiences. You thrive in fast-paced environments and being part of creating a best-of-breed product which helps users engage with their communities.    ","$6,000to$12,000",Monthly,Professional,analytics
,NTUC ENTERPRISE CO-OPERATIVE LTD,Full Time,Information Technology,Associate Engineer (Fullstack),"RequirementsRequirements  ·       3  years of professional experience.  ·       Strong hold in designing and building RESTful APIs using Node.JS, Express, ReactJS, React Native  ·       Good hands on experience in ReactJS/Redux, building Progressive Web App  ·       Knowledge of working on mobile native code on iOS and Android that interfaces with the React Native application  ·       Hands-on experience in MySQL and NoSQL databases e.g. MongoDB, DynamoDB  ·       Experience in developing awesome responsive visual experiences using  HTML5, CSS3, JS, Material design  ·       Experience with common development tools such as Babel, Webpack, NPM, Gulp, Grunt etc.  ·       Collaborate with project and creative leadership to come up with the requirements, design and convert their creative vision into a fully functional, polished experience  ·       Being able to work autonomously, quick learner and enthusiastic to learn new technologies ","Roles & ResponsibilitiesNTUC Enterprise is part of NTUC’s Group of Social Enterprises, which has businesses in groceries, insurance, F&B, healthcare, education and malls. The group shares a collective vision to create better and more meaningful lives by complementing the lifestyle habits of Singaporeans.   Today, we have embarked on a transformation and innovation journey; re-organising and staffing up to become a dynamic, digital-enabled, data-driven organisation to go beyond loyalty and campaign management. We are in e-commerce, consumer research, advanced analytics and payments, and will lead the way with a mobile-led customer engagement platform that delivers value to merchants and consumers through the most relevant, dynamic, seamless, data rich, omni-channel experience; every day and at every stage of the consumer lifecycle.  To do this we've brought in a diverse set of talents from various industries and backgrounds to work with our pioneers for the next lap of our journey.  Responsibilities  You live and breathe mobile & Web development and you love engineering fast and beautiful user experiences. You thrive in fast-paced environments and being part of creating a best-of-breed product which helps users engage with their communities.    ","$5,000to$8,000",Monthly,Professional,analytics
,NTUC ENTERPRISE CO-OPERATIVE LTD,Full Time,Information Technology,Intern  /  Associate Engineer (Fullstack),"RequirementsRequirements  ·       3  years of professional experience.  ·       Strong hold in designing and building RESTful APIs using Node.JS, Express, ReactJS, React Native  ·       Good hands on experience in ReactJS/Redux, building Progressive Web App  ·       Knowledge of working on mobile native code on iOS and Android that interfaces with the React Native application  ·       Hands-on experience in MySQL and NoSQL databases e.g. MongoDB, DynamoDB  ·       Experience in developing awesome responsive visual experiences using  HTML5, CSS3, JS, Material design  ·       Experience with common development tools such as Babel, Webpack, NPM, Gulp, Grunt etc.  ·       Collaborate with project and creative leadership to come up with the requirements, design and convert their creative vision into a fully functional, polished experience  ·       Being able to work autonomously, quick learner and enthusiastic to learn new technologies ","Roles & ResponsibilitiesNTUC Enterprise is part of NTUC’s Group of Social Enterprises, which has businesses in groceries, insurance, F&B, healthcare, education and malls. The group shares a collective vision to create better and more meaningful lives by complementing the lifestyle habits of Singaporeans.   Today, we have embarked on a transformation and innovation journey; re-organising and staffing up to become a dynamic, digital-enabled, data-driven organisation to go beyond loyalty and campaign management. We are in e-commerce, consumer research, advanced analytics and payments, and will lead the way with a mobile-led customer engagement platform that delivers value to merchants and consumers through the most relevant, dynamic, seamless, data rich, omni-channel experience; every day and at every stage of the consumer lifecycle.  To do this we've brought in a diverse set of talents from various industries and backgrounds to work with our pioneers for the next lap of our journey.  Responsibilities  You live and breathe mobile & Web development and you love engineering fast and beautiful user experiences. You thrive in fast-paced environments and being part of creating a best-of-breed product which helps users engage with their communities.    ","$5,000to$8,000",Monthly,Professional,analytics
