address,company,employment_type,industry,job,requirements,responsibilities,salary,salary_type,seniority,title
,NTUC LINK PRIVATE LIMITED,Full Time,"Engineering, Information Technology",Data Engineer,"RequirementsPreferred qualification and skills:  ·       Advanced degree in computer science, computer engineering, or other technical fields. ·       6-10 years’ experience having developed data engineering capabilities for large and complex franchises. ·       Strong data modeling, schema design and SQL development skills  ·       ETL/ELT implementation and data integration ·       Modern open source data visualization tools, eg. D3js, superset, plotly, leaflet,etc.  ·       Big data platform development (Hadoop/Hive/Hbase/Spark, etc.) ·       REST/Web API development and management ·       Hands-on experience in any modern programming language (Python or Java preferred) ·       Design pattern, 12-factor app principle and modern cloud architecture ·       Self-motivated and proactive, willing to learn new things ·       Good communication skills and strong team player","Roles & ResponsibilitiesThe rapid adoption of technology and mobile devices have contributed to vast new flows of information which are larger in volume, faster in velocity, diverse in variety, and requires veracity of the information for use. This new type of information composed of structured and unstructured data, broadly known as big data (and combined with tools and platforms), if utilized well, could radically improve business performance.    As the organization embarks to become a data-driven organization, significant decisions and value generation will be based on the data that we capture and deploy. The 7 SE’s range in a broad scope of data from FairPrice (retail), Income (insurance), Unity (healthcare), FoodFare (F&B), LearningHub (training), First Campus(ECE), Link (membership). The leaders of these groups are keen to utilize the data to drive growth, deliver customer service, and create personalized experiences. The Data Architecture & Information Management Team will manage and govern the overall datasets of the organization and drive the execution of how the data will be collected, stored, processed and applied across these social enterprises (SEs). In this role you will work with various industries and most diverse datasets in Singapore.    Responsibility: ·       As a data engineer, you will be creating, writing and maintaining data transfer process and protocols for the data platform.  ·       Work closely with each SE tech heads and their external vendors in mapping out data fields and data transfer process.  ·       Design, build, support and optimize new and existing data models and ETL processes. ·       Develop and support the data pipeline to integrate new data from various data sources with emerging data technologies. ·       Develop and manage the various dashboards for management decision and data visualizations. ·       Define and manage SLA for all data processes and own data quality issues.  ","$5,000to$10,000",Monthly,Professional,data engineer
"TECHLINK, 31 KAKI BUKIT ROAD 3 417818",JEWEL PAYMENTECH PTE. LTD.,"Permanent, Full Time",Information Technology,Lead Data Engineer,"RequirementsRequired Qualifications:  10+ years of experience building highly scalable, low latency, fault tolerant systems. B.Sc., Masters, or equivalent experience in a quantitative field (Computer Science, Mathematics, Engineering, Artificial Intelligence, etc.). Hands on knowledge of at least 2 programming languages of Python/Java/Scala. In depth knowledge of at least 2 of Hadoop/Spark/Storm/Flink/Kafka. In depth knowledge of at least two NoSQL database (HBase/Cassandra/DynamoDB/Neo4j/Mongo/MemcacheDB) Good knowledge of at least some machine learning algorithms like logistic regression/ SVM/ Random Forests.  Knowledge of advanced data structures and algorithms. Preferred Qualifications: Knowledge of large scale ML systems like Tensorflow/pytorch. Knowledge of advanced machine learning algorithms like CNN/RNN Knowledge of Cloud environments like AWS/GCP. Knowledge of indexing systems like Elastic search/Solr/Lucene.  Proficient in using CI/CD and knowledge of Jenkins/SonarQube/Ansible. You’re a perfect fit us if you are   A master problem solver, and able to use own initiative to develop suitable solutions.  A strong communicator with the ability to convey information to others in a simple and unambiguous way.  An innovative, original thinker approach to job responsibilities, methods and processes.  An energetic person who can be trusted to get a job done.    ","Roles & ResponsibilitiesAs a Data Engineer you will get to work on a wide range of problems using the cutting-edge technologies in Big Data and Data Science. You are required to translate Data Science and Machine learning based solutions into scalable code, and to develop innovative solutions to collect/cleanse/store/process data. In case you are very passionate about building high throughput, low latency, fault tolerant software then this position is for you.  To be successful in this role, you will need to:  Capture/Analyse requirements and lead the design/architecture of solutions to meet requirements.  Write code by using best software development practices/security standards. Lead projects end-to-end from conceptualisation to deployment. Write clear & concise documentation for solutions/code. Contribute ideas within team to build better code.  Continuously improve knowledge on new technologies. Excellent in English, both written and spoken.","$8,000to$10,000",Monthly,Professional,data engineer
"COMCENTRE, 31 EXETER ROAD 239732",HOOQ DIGITAL PTE. LTD.,Permanent,"Engineering, Information Technology",Data Engineer,"RequirementsDesired Skills and Experience  Minimum 3 years of solid development experience within a data warehouse/information management team with strong understanding of programming languages like Java, Python, JavaScript and SQL.   Hands on experience in full-stack development, design and architecture. Experience in creating a REST API that can handle a production load (code + deploy).   Familiarity with AWS (DynamoDB, Redshift, S3, EC2, RDS, Lambda) (Will be an advantage but not mandatory)   Minimum 3 years development experience with ETL/ELT tools (preferably Pentaho DI, Informatica, Datastage or Talend)   Proven experience with Data Warehousing and Big Data technologies   Working knowledge of big Data Technologies like Hadoop, Hive, Spark and streaming/messaging services like Kafka,Spark streaming.   Solid understanding of some BI tools such as Cognos, QlikView or Tableau.   Comfortable working in dynamic fast paced environment with competing priorities. Self-starter and willing and able to learn on your own   Work well within a team environment and willing to accommodate task and duties that maybe outside of your JD for limited time periods ","Roles & ResponsibilitiesWe are looking for a Data Engineer to join our rapidly expanding Data & Analytics team. You will help shape how we build and grow our service in the region. We look for self-starters who demand the best. Key Responsibilities:   Develop ETL/ELT jobs to integrate new data into the data warehouse or build new reporting schemas   Develop data pipelines, both bath and realtime from various platforms into the data lake   Manage various data platforms and seek out new technologies to improve efficiency   Develop advanced analytical models that help the business identify trends within customer base and behavior   Work closely with the business to understand data needs and create data sets to enable reporting and dashboards to monitor business performance   Ensure the data warehouse load jobs run as per schedule and data availability to the business is uninterrupted   Continuously improve the information management platforms of the company to leverage benefits ",,,Manager,data engineer
"OXLEY BIZHUB, 61 UBI ROAD 1 408727",SENSORFLOW PTE. LTD.,Permanent,Information Technology,Data Engineer,"RequirementsSkill Requirements   Solid Computer Science fundamentals, excellent problem-solving skills and a strong understanding of distributed computing principles.   At least 2 years of experience in a similar role, with a proven track record of building scalable and performant data infrastructure.   Expert SQL knowledge and deep experience working with relational and NoSQL databases (e.g. HBase, Cassandra).   Advanced knowledge of Apache Kafka and demonstrated proficiency in Hadoop v2, HDFS, MapReduce.   Experience with stream-processing systems (e.g. Storm, Spark Streaming), big data querying tools (e.g. Pig, Hive) and data serialization frameworks (e.g. Protobuf, Thrift, Avro).   Tech Stack  Data storage: Amazon DynamoDB Service Layer: Amazon Lambda, Amazon API Gateway Service backend: JavaScript/TypeScript, Node.js Web frontend: Angular Mobile: Ionic  For Interested candidates, please email us your full resume to: jobs@sensorflow.org.  We regret only shortlisted candidate will be notified.","Roles & ResponsibilitiesAt SensorFlow we are planning for considerable growth over the next 12 months and need a data engineer to design and develop SensorFlow’s data infrastructure. As we are looking to build the data pipeline from scratch, you will have full autonomy and the technical backing from our engineering team in designing, developing and maintaining this infrastructure. Job Roles & Responsibilities   Design, develop and maintain SensorFlow’s infrastructure for streaming, processing and storage of data. Build tools for effective maintenance and monitoring of the data infrastructure.   Contribute to key data pipeline architecture decisions and lead the implementation of major initiatives.   Work closely with stakeholders to develop scalable and performant solutions for their data requirements, including extraction, transformation and loading of data from a range of data sources.   Develop the team’s data capabilities – share knowledge, enforce best practices and encourage data-driven decisions.  ","$6,000to$8,000",Monthly,Senior Executive,data engineer
"CONNEXIS, 1 FUSIONOPOLIS WAY 138632",GUMI ASIA PTE. LTD.,Full Time,Information Technology,Data Engineer,"Requirements Min. 5 years working in a large analytical data ecosystem Strong technical understanding of data modelling, design, architecture principles, and techniques to take business requirements from concept to implementation Strong knowledge of relational databases and SQL. Knowledge of Python, PHP, Java, Linux architecture and scripting Extensive background extracting and transforming complex data sets. i.e. ETL  Experience with database design and star schema data warehouse theory ","Roles & Responsibilities Design, develop, implement, and evolve data pipelines powering core data sets and key business and performance metrics Identify, troubleshoot, and resolve any performance, system or data related issues, and work to ensure data consistency and integrity Work with Product and Marketing teams on data requirements.  Work with various game teams on data set and data flow to ensure that data requirements are met. Ensure the quality, accuracy, and timeliness of analytical data ","$5,000to$7,000",Monthly,"Professional, Senior Executive",data engineer
"ROBINSON 77, 77 ROBINSON ROAD 068896",TRAVELOKA SERVICES PTE. LTD.,Permanent,Information Technology,Senior Level Data Engineer,"Requirements Passion in big data, software engineering, and systems. Excellent analysis and reasoning of system behaviors 8+ years hands-on experience Uphold best practices and principle around clean code, testing, continuous integration Strong team player and collaborator Having high level of responsibility and resilience in dealing with issues Preferably familiar with big data infrastructure (such as Kafka, Spark, etc.), cloud based infrastructure, varying databases, security concerns would be an advantage. Familiar with Java/JVM. Python is added advantage  Experience working with data infrastructure will be valuable, but your desire to learn data infrastructure is more important. Having systems operational experience is a bonus, but not required. 	  ","Roles & ResponsibilitiesData Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:  You will be designing, building, supporting and scaling our data infrastructure. Including monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data. Explore/learn new technologies that can complement or replace our current stack to improve it.   ","$8,300to$15,000",Monthly,Senior Executive,data engineer
"ROBINSON 77, 77 ROBINSON ROAD 068896",TRAVELOKA SERVICES PTE. LTD.,Permanent,Information Technology,Mid -  Senior Level Data Engineer,"Requirements Passion in big data, software engineering, and systems. Excellent analysis and reasoning of system behaviors 6+ years hands-on experience Uphold best practices and principle around clean code, testing, continuous integration Strong team player and collaborator Having high level of responsibility and resilience in dealing with issues Preferably familiar with big data infrastructure (such as Kafka, Spark, etc.), cloud based infrastructure, varying databases, security concerns would be an advantage. Familiar with Java/JVM. Python is added advantage  Experience working with data infrastructure will be valuable, but your desire to learn data infrastructure is more important. Having systems operational experience is a bonus, but not required. 	  ","Roles & ResponsibilitiesData Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:  You will be designing, building, supporting and scaling our data infrastructure. Including monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data. Explore/learn new technologies that can complement or replace our current stack to improve it.   ","$6,100to$10,700",Monthly,Executive,data engineer
"ROBINSON 77, 77 ROBINSON ROAD 068896",TRAVELOKA SERVICES PTE. LTD.,Permanent,Information Technology,Mid Level Data Engineer,"Requirements Passion in big data, software engineering, and systems. Excellent analysis and reasoning of system behaviors 3+ years hands-on experience Uphold best practices and principle around clean code, testing, continuous integration Strong team player and collaborator Having high level of responsibility and resilience in dealing with issues Preferably familiar with big data infrastructure (such as Kafka, Spark, etc.), cloud based infrastructure, varying databases, security concerns would be an advantage. Familiar with Java/JVM. Python is added advantage  Experience working with data infrastructure will be valuable, but your desire to learn data infrastructure is more important. Having systems operational experience is a bonus, but not required. 	  ","Roles & ResponsibilitiesData Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:  You will be designing, building, supporting and scaling our data infrastructure. Including monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data. Explore/learn new technologies that can complement or replace our current stack to improve it. 	  ","$4,300to$7,600",Monthly,Executive,data engineer
"ROBINSON 77, 77 ROBINSON ROAD 068896",TRAVELOKA SERVICES PTE. LTD.,Permanent,Information Technology,Junior - Mid Level Data Engineer,"Requirements Passion in big data, software engineering, and systems. Excellent analysis and reasoning of system behaviors Fresh Graduate to 4 years hands-on experience Uphold best practices and principle around clean code, testing, continuous integration Strong team player and collaborator Having high level of responsibility and resilience in dealing with issues Preferably familiar with big data infrastructure (such as Kafka, Spark, etc.), cloud based infrastructure, varying databases, security concerns would be an advantage. Familiar with Java/JVM. Python is added advantage  Experience working with data infrastructure will be valuable, but your desire to learn data infrastructure is more important. Having systems operational experience is a bonus, but not required. 	  ","Roles & ResponsibilitiesData Engineers at Traveloka are passionate on designing, building, and maintaining our growing big data platform. We collect millions of events everyday to our data lake for insights, and to our real time pipeline for enabling many data-driven features such as personalized user experience. What you do will be mixed of software engineering, system architecture design, and operation:  You will be designing, building, supporting and scaling our data infrastructure. Including monitoring, alerting and debugging infrastructure that is streaming millions of events per hour with thousands of pipelines running Collaborate and coordinate with other departments (product, etc) to solve their use case using data technology; state of the art big data stack such as Kafka, Pubsub, Spark, DataFlow, BigQuery, Airflow, etc. on hundreds of terabytes data. Explore/learn new technologies that can complement or replace our current stack to improve it. 	  ","$3,000to$6,000",Monthly,Fresh/entry level,data engineer
,JEWEL PAYMENTECH PTE. LTD.,"Permanent, Full Time",Information Technology,Data Engineer,"Requirements B.Sc., Masters, or equivalent experience in a quantitative field (Computer Science, Mathematics, Engineering, Artificial Intelligence, etc.). Knowledge in the use and application of Python to develop complex software. General machine learning techniques and technologies (e.g., Bayesian classifiers, regression techniques, graphical models, working with unbalanced data-sets) as well as applications (e.g., predictive analytics). NoSQL Database Programming/Development. Manipulation of various types of data; data cleaning, filtering, and pre-processing for example with text/images. Knowledge and experience in the use of cloud computing platforms (AWS/Azure/GCP/etc). SQL familiarity and database technologies (e.g., row versus column stores, in-memory DB, DB clustering, HA for DB). Familiarity and experience with Linux environments. Understanding batch (e.g., Apache Hadoop / Map Reduce) and stream processing approaches / frameworks (e.g., Apache Spark).    You’re a perfect fit us if you are  A master problem solver, and able to use own initiative to develop suitable solutions. A strong communicator with the ability to convey information to others in a simple and unambiguous way. An innovative, original thinker approach to job responsibilities, methods and processes. An energetic person who can be trusted to get a job done. ","Roles & ResponsibilitiesAs a Data Engineer you will get to work on a wide range of problems using the cutting-edge technologies in Big Data and Data Science. You are required to translate Data Science and Machine learning based solutions into scalable code, and to develop innovative solutions to collect/cleanse/store/process data. In case you are very passionate about building high throughput, low latency, fault tolerant software then this position is for you. To be successful in this role, you will need to:  Analyze requirements and deliver solutions that meet requirements. Write code by using best software development practices. Produce code that meets security standards. Estimate timelines and deliver solutions within agreed timeline. Write clear & concise documentation for solutions/code. Contribute ideas within team to build better code. Continuously improve knowledge on new technologies. Excellent in English, both written and spoken. ","$4,000to$5,000",Monthly,Professional,data engineer
"AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015",THE SUPREME HR ADVISORY PTE. LTD.,Full Time,Information Technology,L1 Desktop Engineer - Scotts Road - OS Backup & Server’s Data Backup (A1),"RequirementsMAIN ROLES AND RESPONSIBILITIES • OS Backup & Server’s Data Backup • Network, VOIP & Server Administration • PC’s Installation & Configuration • OS & Software Installation & Configuration • Troubleshooting PC’s, Notebook’s, Printer’s & Network Equipment • Troubleshooting OS & Software issues • Create/ Manage computer & notebook Asset List",Roles & Responsibilitieslocation: Scotts Road   ,"$1,800to$2,100",Monthly,Senior Executive,data engineer
12A UPPER CIRCULAR ROAD 058410,EYEOTA PTE. LTD.,Full Time,Information Technology,"Data Engineer, Modeling & Onboarding","RequirementsYou:  Minimum 4 years Experience working with petabyte-scale data Experience architecting, developing, and operating data warehouses, big data analytics platforms, and high-velocity data pipelines Exposure to modern Big Data tech: Cassandra/Scylla, Kafka, Ceph, the Hadoop Stack, Spark, Flume, Hive, Druid etc… while at the same time understanding that certain problems may require completely novel solutions Exposure to one or more modern ML tech stacks: Spark ML-Lib, Tensorflow, Keras, GCP ML Stack, AWS Sagemaker Deep technical understanding of Golang and/or Java Production experience with Python is a plus Exposure to configuration management tools such as Ansible or Salt Exposure to IAAS platforms such as AWS, GCP, Azure… Strong buyer of Agile/Lean values Experience with supporting and troubleshooting large systems ","Roles & ResponsibilitiesEyeota is looking for an exceptional Data Engineer who can contribute to building a world-class big data engineering stack that will be used to fuel our Machine Learning product pipeline. This person will be contributing to the architecture, operation, and enhancement of:   Our petabyte-scale data platform with a key focus on finding solutions that can support the Machine Learning product roadmap. This platform ingests terabytes of data daily which need to be made available to a variety of Machine Learning use cases. Our bespoke Machine Learning pipelines. This will also provide opportunities to contribute to the prototyping, building, and deployment of Machine Learning models.  The candidate should have significant experience in developing and operating a modern data pipeline platform and should have a keen interest in Machine Learning and Data Science","$8,000to$15,000",Monthly,Middle Management,data engineer
"SHAW TOWERS, 100 BEACH ROAD 189702",PEOPLE PROFILERS PTE. LTD.,Permanent,Information Technology,Data Engineer (Python / Central),"RequirementsRequirements  Degree in a technical/quantitative discipline e.g. Mathematics/Computer Science Ideally at least 1 year of relevant experience Experience in Python programming, web crawling Knowledge of AWS platforms     Helpful:  -Familiarity with ETL design & database management -Familiarity with NoSQL database -Knowledge of machine learning techniques   Successful candidates can expect a very competitive salary package with comprehensive benefits. Interested applicants may wish to email your resume in a detailed Word format to ruth.gan@peopleprofilers.com. Please include last drawn and expected salaries and notice period. We regret that only shortlisted candidates will be notified.   Gan Huiru  Recruitment Consultant  Tel: +65 6594 9897 Fax +65 6835 7890   Address: 100 Beach Road #33-06 Shaw Tower Singapore 189702 Email: ruth.gan@peopleprofilers.com EA License Number: 02C4944 Registration Number: R1768917","Roles & Responsibilities Join a fast-expanding and highly-specialised tech company Good exposure in data analytics projects Central location Great company culture & working environment    Requirements  Make enhancements to data collection, structure & delivery Use automated methods for data compilation Build robust batch & streaming pipelines Write clear and high-quality code (including in Python) Work well in a team ","$4,000to$6,000",Monthly,Junior Executive,data engineer
"INFINEON, 8 KALLANG SECTOR 349282",INFINEON TECHNOLOGIES ASIA PACIFIC PTE LTD,"Permanent, Full Time","Engineering, Information Technology, Manufacturing",Senior Engineer  /  Engineer - Data Management,"RequirementsYou are best equipped for this task if you have:  Bachelor's Degree in Engineering / Information Technology Good knowledge on computer hardware, and standard application support Good communication & analytical problem-solving skills Previous experience in the semiconductor testing field will be advantageous Candidate must be comfortable working on both Windows and Linux environment Good Understanding of Programming / Query languages / Visualisation software such as Python,Perl, Javascript, C / C++, SQL,Tableau  Please apply via https://www.infineon.com/cms/en/careers/jobsearch/jobsearch/32237-Senior-Engineer---Engineer-Data-Management/ ","Roles & ResponsibilitiesYou are responsible to support the automated / productivity projects which are relevant to Automated Test Equipment (ATE), and improve data handling towards automation. In your new role you will:  Support automated / productivity projects relevant with Automated Test Equipment (ATE) & data handling Improve data clarity with scripting towards yield improvement Drive & improve data relevant KPI (data quality, process time) towards data automation Responsible for production of automated computer hardware and software for test equipment Install and configure, investigate, diagnose and solve ATE computer software and hardware issues ","$3,000to$6,000",Monthly,Executive,data engineer
"THE SYNERGY, 1 INTERNATIONAL BUSINESS PARK 609917",PM ASIA PROJECT SERVICES PTE. LTD.,"Permanent, Contract",Engineering,Lead Electrical Engineer (Data Centre),"Requirements Degree in Electrical Engineering, Chartered Engineer preferred At least 10 years’ of experience of relevant experience  Experience within the Data Centre/ Pharmaceutical / Food & Nutriton industry preferred ","Roles & ResponsibilitiesOverview:  Lead the Electrical Design of large scale, high end industrial facilities.  Have knowledge and experience in designing Electrical systems for Data Centres, including Medium Voltage, Low Voltage Power Systems, Emergency Power Systems, ELV’s (CCTV, Interlocks, Fire Alarm, Power Monitoring System) Work in a multi-disciplinary design office environment for global clients. Display a personal commitment to safety, hold safety as a core value and provide safety leadership in the performance of all work activities Be quality focussed, producing well engineered designs to the highest standards in an ISO9000 Quality System environment   ","$7,500to$11,000",Monthly,Senior Executive,data engineer
"THE SIEMENS CENTRE, 60 MACPHERSON ROAD 348615",SIEMENS PTE. LTD.,"Permanent, Full Time",Information Technology,Big Data Engineer (287102),"RequirementsWhat do I need to qualify for this job?  University degree in an appropriate area (e.g.informatics) At least 2 years of relevant work experience Experience with modern big data technologies like Hadoop, MapReduce, Kafka, Hive, Presto, Spark, etc. Experience with cloud solutions like AWS Experience with programming languages like SQL, Scala, Python, Java Experience with enterprise application integration ","Roles & ResponsibilitiesWhat are my responsibilities?  Responsible for the integration of large, structured and unstructured data volumes into the existing cloud platforms Development of scalable end-to-end data pipelines for batch and stream processing Execution of the data integration activities (ETL /ELT) for populating the data lake and integrating diverse data sources Execution an further development of the physical implementation of the logical data model into a physical implementation in the data lake Implementation of solutions for reference data and master data management within the context of the mobility data business Execution of data quality measurements and implementation of data quality improvement ","$4,000to$7,000",Monthly,"Professional, Senior Executive",data engineer
"PARKVIEW SQUARE, 600 NORTH BRIDGE ROAD 188778",NIOMETRICS (PTE.) LTD.,Permanent,Information Technology,High-Performance Data Engineer,RequirementsWHAT WE VALUE  Bachelor’s or Higher Degree in Computer Science or equivalent Software craftsmanship Attention to reliability and successful delivery Experience with large C code bases and high-performance C programming Familiarity with shared memory data structures and parallel algorithms Proficiency with Linux system & development tools ,"Roles & ResponsibilitiesWHAT WE DO We invite you to be part of our ambitious, close-knit team creating systems for large customers who need to crunch through Tbps of data in real-time. Our approach is relentless performance-oriented software engineering vs. server sprawl in our customers' datacentres. You will use the latest high-end hardware and continuously devise ways to push the envelope of software performance. We build in-house systems if we must. We had to for indexing 1M 60-column rows/s, for aggregating high throughput event streams over hundreds of combinations of dimensions, and for pattern matching 5M patterns at 100Gb/s per 2RU. We use these to solve real customer problems. You will experiment wildly. For example we implemented network monitoring using a GPU, and we tested 4-socket machines with 2T RAM. Our current favourite platform is a 2-socket system with E5-2699v4 CPUs (88 lcores in total), 4x40Gbps NICs and 1T RAM, which we use to process 160Gbps. You will help us build a successful software platform for the long run. We invest a lot in flexibility, such as with our extensible rule engine and declarative aggregation system that empowers our analysts and helps us minimise the C code we have to write for supporting disparate use-cases. We know the devil is in the details. You will improve performance through better memory allocation systems and better data structures, all while ensuring that they are integrated with Address Sanitizer and fully tested using unit tests and end-to-end regression tests. We work end-to-end. You will implement data engineering solutions that are both efficient and secure for handling events from 500 million users, and to extract insight without leaking individual information. We want to show off. To attract the best programmers we plan to showcase our technology. You can be part of our effort to open-source interesting pieces of our technology stack.   YOUR ROLE AS HIGH-PERFORMANCE DATA ENGINEER As a High-Performance Data Engineer, you will create and maintain tools, mainly in C, for crunching large amounts of data in files or streams. You will have to think both big, in terms of overall architecture, and small, in terms of low-level optimisations, to deliver solutions that are reusable, and match the performance of the best hardware. Every capability you add directly translates to new offerings made possible. Every percent of performance improvement directly translates to large cost savings. At the same time, the correctness and reliability of your work will be the cornerstone to our customers’ trust.","$5,500to$11,000",Monthly,Professional,data engineer
"ASIA SQUARE TOWER 1, 8 MARINA VIEW 018960",CAPITA PTE. LTD.,"Contract, Full Time",Information Technology,Data Center (System) Engineer,"RequirementsRequirements:  Minimum 1 year of experience in Data Center Experience in monitoring of servers and network Tape management, facility checks  Interested candidates, please click the Äpply Now"" below Only shortlisted applicants will be notified by our consultants.   CAPITA PTE LTD | EA License No : 08C2893 Tan Chin Yin | REG No : R1762272","Roles & Responsibilities​Responsibility   Monitoring of ESX, OS Batch Monitoring Service Request Execution Coordinate with Appointed vendor for Offsite tape archival Restoration of VM/s Batch execution and monitoring, batch output & event handling, batch incident identification, escalation & reporting Tape backups, media handling, tape library operations and off-site storage Server health checks Start-up, shutdown, reboot/restart systems & services Generate daily/ weekly/ monthly/ yearly/ ad-hoc reports and dispatch reports to users & customers Adhere to all operational & physical security procedures Provide operational support during DR Exercises at DR sites Work towards acceptable audit rating ","$2,500to$3,000",Monthly,Junior Executive,data engineer
,Company Undisclosed,Full Time,Banking and Finance,Data Development Engineer,"RequirementsWhat You’ll Bring:    Background in Computer Science, Engineering, Math or Physics, with minimum Bachelor’s degree. Proof of good academic record (such as GPA and other relevant test scores) Effective problem-solving skills both independently and as member of a team Good communication skills: must be fluent in English, spoken and written Experience working under Linux environment, familiar with vi or emacs for editing files Interested in applying technology to real world situation, comfortable working in fast paced work environment, detail oriented and capable performing tasks under time pressure Experience with programming in C/C++, familiar with common algorithms and data structures (binary tree, sorting, etc), Object Oriented programming and design patterns. Familiarity with compilers, debuggers under Linux (gcc, g++, gdb). Experience with scripting languages, such as Perl, Python, and shell scripting Knowledge of basic statistics/probability, familiar with concepts such as correlation, standard deviation and how to compute Familiarity with databases (such as MySQL) ","Roles & ResponsibilitiesWorldQuant develops and deploys systematic financial strategies across a variety of asset classes and global markets. We seek to produce high-quality predictive signals (Alphas) through our proprietary research platform to employ financial strategies focused on exploiting market inefficiencies. Our teams work collaboratively to drive the production of Alphas and financial strategies – the foundation of a sustainable, global investment platform.   Technologists at WorldQuant research, design, code, test and deploy projects while working collaboratively with researchers and portfolio managers. Our environment is relaxed yet intellectually intense. Our teams are lean and agile, which means rapid prototyping of products with immediate user feedback. We seek people who think in code, aspire to solve undiscovered computer science challenges and are motivated by being around like-minded people. In fact, of the 600 employees globally, approximately 500 of them code on a daily basis.   WorldQuant’s success is built on a culture that pairs academic sensibility with accountability for results. Employees are encouraged to think openly about problems, balancing intellectualism and practicality. Great ideas come from anyone, anywhere. Employees are encouraged to challenge conventional thinking and possess a mindset of continuous improvement. That’s a key ingredient in remaining a leader in any industry.      Our goal is to hire the best and the brightest. We value intellectual horsepower first and foremost, and people who demonstrate an exceptional talent. There is no roadmap to future success, so we need people who can help us create it. Our collective intelligence will drive us there.   The Role: In this role, candidate will implement and maintain software towards creation of new datasets. Data sets will be consumed internally by researchers and utilized by internal quantitative models. Candidate will design efficient algorithms for collection, analysis, processing and filtering of data.    Work with the global team in designing and implementing data retrieval software for various data sets Implement the rules and procedures that ensure integrity in data sets Collect and analyze statistics on market data applications and devise approaches to improve the relevant processes Develop and enhance monitoring tools to detect various types of errors in data ","$6,000to$8,000",Monthly,Professional,data engineer
